original_field,original_value,translated_field,translated_value
ULink,"{'0': [{'size': 8, 'raw': ['0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}], '31225': [{'size': 32, 'raw': ['0x100f', '0x79f9', '0xffd9', '0xffff', '0x0021', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x4166', '0xdd3a', '0x6bf2', '0xe880', '0x0000', '0x0000'], 'type': 'unknown'}, {'size': 32, 'raw': ['0x100f', '0x79f9', '0xffd9', '0xffff', '0x0021', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x4166', '0xdd3a', '0x6bf2', '0xe880', '0x0000', '0x0000'], 'type': 'unknown'}]}",,
ULink,"{'0': [{'size': 8, 'raw': ['0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}], '31225': [{'size': 32, 'raw': ['0x100f', '0x79f9', '0xffd9', '0xffff', '0x0021', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x4166', '0xdd3a', '0x6bf2', '0xe880', '0x0000', '0x0000'], 'type': 'unknown'}]}",,
ULink,"{'0': [{'size': 8, 'raw': ['0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}], '31225': [{'size': 32, 'raw': ['0x100f', '0x79f9', '0xffd7', '0xffff', '0x0021', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x4166', '0xdd3a', '0x6bf2', '0xe880', '0x0000', '0x0000'], 'type': 'unknown'}, {'size': 32, 'raw': ['0x100f', '0x79f9', '0xffd7', '0xffff', '0x0021', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x4166', '0xdd3a', '0x6bf2', '0xe880', '0x0000', '0x0000'], 'type': 'unknown'}]}",,
ULink,"{'20905': [{'size': 128, 'raw': ['0x103f', '0x51a9', '0x003a', '0x5aa7', '0x0000', '0x0000', '0x3bfa', '0xcdda', '0x3bfa', '0xcdda', '0x3bfa', '0xcdda', '0x3bfa', '0xcdda', '0x3bfa', '0xcdda', '0x3bfa', '0xcdda', '0x3bfa', '0xcdda', '0x3bfa', '0xcdda', '0x3bfa', '0xcdda', '0x3bfa', '0xcdda', '0x3bfa', '0xcdda', '0x3bfa', '0xcdda', '0x3bfa', '0xcdda', '0x3bfa', '0xcdda', '0x3bfa', '0xcdda', '0x3bfa', '0xcdda', '0x3bfa', '0xcdda', '0x3bfa', '0xcdda', '0x3bfa', '0xcdda', '0x3bfa', '0xcdda', '0x3bfa', '0xcdda', '0x3bfa', '0xcdda', '0x3bfa', '0xcdda', '0x3bfa', '0xcdda', '0x3bfa', '0xcdda', '0x3bfa', '0xcdda', '0x3bfa', '0xcdda', '0x0000', '0x0000', '0x02e3', '0x0000'], 'type': 'unknown'}], '32047': [{'size': 8, 'raw': ['0x1003', '0x7d2f', '0x000d', '0x0000'], 'type': 'ODBC'}], '31225': [{'size': 24, 'raw': ['0x100b', '0x79f9', '0xffd7', '0xffff', '0x0001', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}]}",,
ULink,"{'32047': [{'size': 8, 'raw': ['0x1003', '0x7d2f', '0x0046', '0x0000'], 'type': 'ODBC'}], '31225': [{'size': 24, 'raw': ['0x100b', '0x79f9', '0xffd7', '0xffff', '0x0001', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}]}",,
ULink,"{'0': [{'size': 8, 'raw': ['0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}], '32047': [{'size': 8, 'raw': ['0x1003', '0x7d2f', '0x006a', '0x0000'], 'type': 'ODBC'}], '31225': [{'size': 24, 'raw': ['0x100b', '0x79f9', '0xffd7', '0xffff', '0x0001', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}]}",,
ULink,"{'0': [{'size': 8, 'raw': ['0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}], '32047': [{'size': 8, 'raw': ['0x1003', '0x7d2f', '0x0072', '0x0000'], 'type': 'ODBC'}], '31225': [{'size': 24, 'raw': ['0x100b', '0x79f9', '0xffd7', '0xffff', '0x0001', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}]}",,
ULink,"{'0': [{'size': 8, 'raw': ['0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}], '32047': [{'size': 8, 'raw': ['0x1003', '0x7d2f', '0x007a', '0x0000'], 'type': 'ODBC'}], '31225': [{'size': 24, 'raw': ['0x100b', '0x79f9', '0xffd7', '0xffff', '0x0001', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}]}",,
ULink,"{'32047': [{'size': 8, 'raw': ['0x1003', '0x7d2f', '0x001b', '0x0000'], 'type': 'ODBC'}], '31225': [{'size': 32, 'raw': ['0x100f', '0x79f9', '0xffd7', '0xffff', '0x0021', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x4166', '0xdd3a', '0x6bf2', '0xe880', '0x0000', '0x0000'], 'type': 'unknown'}]}",,
ULink,"{'32047': [{'size': 8, 'raw': ['0x1003', '0x7d2f', '0x0009', '0x0000'], 'type': 'ODBC'}], '31225': [{'size': 32, 'raw': ['0x100f', '0x79f9', '0xffd7', '0xffff', '0x0021', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x4166', '0xdd3a', '0x6bf2', '0xe880', '0x0000', '0x0000'], 'type': 'unknown'}]}",,
ULink,"{'32047': [{'size': 8, 'raw': ['0x1003', '0x7d2f', '0x0021', '0x0000'], 'type': 'ODBC'}], '31225': [{'size': 32, 'raw': ['0x100f', '0x79f9', '0xffd7', '0xffff', '0x0021', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x4166', '0xdd3a', '0x6bf2', '0xe880', '0x0000', '0x0000'], 'type': 'unknown'}]}",,
ULink,"{'32047': [{'size': 8, 'raw': ['0x1003', '0x7d2f', '0x000f', '0x0000'], 'type': 'ODBC'}], '31225': [{'size': 32, 'raw': ['0x100f', '0x79f9', '0xffd7', '0xffff', '0x0021', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x4166', '0xdd3a', '0x6bf2', '0xe880', '0x0000', '0x0000'], 'type': 'unknown'}]}",,
ULink,"{'32047': [{'size': 8, 'raw': ['0x1003', '0x7d2f', '0x00dc', '0x0000'], 'type': 'ODBC'}], '31225': [{'size': 32, 'raw': ['0x100f', '0x79f9', '0xffd7', '0xffff', '0x0021', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x4166', '0xdd3a', '0x6bf2', '0xe880', '0x0000', '0x0000'], 'type': 'unknown'}]}",,
ULink,"{'32047': [{'size': 8, 'raw': ['0x1003', '0x7d2f', '0x00e2', '0x0000'], 'type': 'ODBC'}], '31225': [{'size': 32, 'raw': ['0x100f', '0x79f9', '0xffd7', '0xffff', '0x0021', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x4166', '0xdd3a', '0x6bf2', '0xe880', '0x0000', '0x0000'], 'type': 'unknown'}]}",,
ULink,"{'0': [{'size': 8, 'raw': ['0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}], '32047': [{'size': 8, 'raw': ['0x1003', '0x7d2f', '0x011f', '0x0000'], 'type': 'ODBC'}], '31225': [{'size': 32, 'raw': ['0x100f', '0x79f9', '0xffd7', '0xffff', '0x0021', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x4166', '0xdd3a', '0x6bf2', '0xe880', '0x0000', '0x0000'], 'type': 'unknown'}]}",,
ULink,"{'31225': [{'size': 40, 'raw': ['0x1013', '0x79f9', '0xffd9', '0xffff', '0x0201', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0xffff', '0x7fff', '0x0000', '0x0000', '0xffff', '0x7fff', '0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}]}",,
ULink,"{'32047': [{'size': 8, 'raw': ['0x1003', '0x7d2f', '0x0b1f', '0x0000'], 'type': 'ODBC'}], '31225': [{'size': 24, 'raw': ['0x100b', '0x79f9', '0xffd7', '0xffff', '0x0001', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}]}",,
ULink,"{'32047': [{'size': 8, 'raw': ['0x1003', '0x7d2f', '0x0b25', '0x0000'], 'type': 'ODBC'}], '31225': [{'size': 24, 'raw': ['0x100b', '0x79f9', '0xffd7', '0xffff', '0x0001', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}]}",,
ULink,"{'32047': [{'size': 8, 'raw': ['0x1003', '0x7d2f', '0x0b37', '0x0000'], 'type': 'ODBC'}], '31225': [{'size': 24, 'raw': ['0x100b', '0x79f9', '0xffd7', '0xffff', '0x0001', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}]}",,
ULink,"{'32047': [{'size': 8, 'raw': ['0x1003', '0x7d2f', '0x0b3d', '0x0000'], 'type': 'ODBC'}], '31225': [{'size': 24, 'raw': ['0x100b', '0x79f9', '0xffd7', '0xffff', '0x0001', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}]}",,
ULink,"{'0': [{'size': 8, 'raw': ['0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}], '32047': [{'size': 8, 'raw': ['0x1003', '0x7d2f', '0x0bcd', '0x0000'], 'type': 'ODBC'}], '31225': [{'size': 24, 'raw': ['0x100b', '0x79f9', '0xffd7', '0xffff', '0x0001', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}, {'size': 24, 'raw': ['0x100b', '0x79f9', '0xffd7', '0xffff', '0x0001', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}]}",,
ULink,"{'0': [{'size': 8, 'raw': ['0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}], '31225': [{'size': 24, 'raw': ['0x100b', '0x79f9', '0xffd7', '0xffff', '0x0001', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}, {'size': 8, 'raw': ['0x1003', '0x79f9', '0xffd7', '0xffff'], 'type': 'unknown'}], '32047': [{'size': 8, 'raw': ['0x1003', '0x7d2f', '0x09bd', '0x0000'], 'type': 'ODBC'}]}",,
ULink,"{'32047': [{'size': 8, 'raw': ['0x1003', '0x7d2f', '0x0bd9', '0x0000'], 'type': 'ODBC'}], '31225': [{'size': 24, 'raw': ['0x100b', '0x79f9', '0xffd7', '0xffff', '0x0001', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}]}",,
ULink,"{'32047': [{'size': 8, 'raw': ['0x1003', '0x7d2f', '0x0bdf', '0x0000'], 'type': 'ODBC'}], '31225': [{'size': 24, 'raw': ['0x100b', '0x79f9', '0xffd7', '0xffff', '0x0001', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}]}",,
ULink,"{'32047': [{'size': 8, 'raw': ['0x1003', '0x7d2f', '0x02e2', '0x0000'], 'type': 'ODBC'}], '31225': [{'size': 24, 'raw': ['0x100b', '0x79f9', '0xffd9', '0xffff', '0x0001', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}]}",,
ULink,"{'0': [{'size': 8, 'raw': ['0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}], '31225': [{'size': 24, 'raw': ['0x100b', '0x79f9', '0xffd7', '0xffff', '0x0001', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}, {'size': 8, 'raw': ['0x1003', '0x79f9', '0xffd7', '0xffff'], 'type': 'unknown'}]}",,
ULink,"{'32047': [{'size': 8, 'raw': ['0x1003', '0x7d2f', '0x09e1', '0x0000'], 'type': 'ODBC'}], '31225': [{'size': 24, 'raw': ['0x100b', '0x79f9', '0xffd7', '0xffff', '0x0001', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}]}",,
ULink,"{'32047': [{'size': 8, 'raw': ['0x1003', '0x7d2f', '0x0a65', '0x0000'], 'type': 'ODBC'}], '31225': [{'size': 24, 'raw': ['0x100b', '0x79f9', '0xffd7', '0xffff', '0x0001', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}]}",,
ULink,"{'32047': [{'size': 8, 'raw': ['0x1003', '0x7d2f', '0x0a9b', '0x0000'], 'type': 'ODBC'}], '31225': [{'size': 24, 'raw': ['0x100b', '0x79f9', '0xffd7', '0xffff', '0x0001', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}]}",,
ULink,"{'32047': [{'size': 8, 'raw': ['0x1003', '0x7d2f', '0x0b31', '0x0000'], 'type': 'ODBC'}], '31225': [{'size': 24, 'raw': ['0x100b', '0x79f9', '0xffd7', '0xffff', '0x0001', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}]}",,
ULink,"{'32047': [{'size': 8, 'raw': ['0x1003', '0x7d2f', '0x09b7', '0x0000'], 'type': 'ODBC'}], '31225': [{'size': 8, 'raw': ['0x1003', '0x79f9', '0xffd7', '0xffff'], 'type': 'unknown'}]}",,
ULink,"{'0': [{'size': 8, 'raw': ['0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}, {'size': 8, 'raw': ['0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}], '31225': [{'size': 32, 'raw': ['0x100f', '0x79f9', '0xffd9', '0xffff', '0x0021', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x4166', '0xdd3a', '0x6bf2', '0xe880', '0x0000', '0x0000'], 'type': 'unknown'}, {'size': 24, 'raw': ['0x100b', '0x79f9', '0xffd7', '0xffff', '0x0001', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}, {'size': 24, 'raw': ['0x100b', '0x79f9', '0xffd7', '0xffff', '0x0001', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}]}",,
ULink,"{'0': [{'size': 8, 'raw': ['0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}, {'size': 8, 'raw': ['0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}, {'size': 8, 'raw': ['0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}], '31225': [{'size': 24, 'raw': ['0x100b', '0x79f9', '0xffd9', '0xffff', '0x0001', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}, {'size': 32, 'raw': ['0x100f', '0x79f9', '0xffd9', '0xffff', '0x0021', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x4166', '0xdd3a', '0x6bf2', '0xe880', '0x0000', '0x0000'], 'type': 'unknown'}, {'size': 24, 'raw': ['0x100b', '0x79f9', '0xffd9', '0xffff', '0x0001', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}, {'size': 24, 'raw': ['0x100b', '0x79f9', '0xffd9', '0xffff', '0x0001', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}], '32047': [{'size': 8, 'raw': ['0x1003', '0x7d2f', '0x02c4', '0x0000'], 'type': 'ODBC'}]}",,
ULink,"{'0': [{'size': 8, 'raw': ['0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}, {'size': 8, 'raw': ['0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}, {'size': 8, 'raw': ['0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}], '31225': [{'size': 24, 'raw': ['0x100b', '0x79f9', '0xffd9', '0xffff', '0x0001', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}, {'size': 32, 'raw': ['0x100f', '0x79f9', '0xffd9', '0xffff', '0x0021', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x4166', '0xdd3a', '0x6bf2', '0xe880', '0x0000', '0x0000'], 'type': 'unknown'}, {'size': 24, 'raw': ['0x100b', '0x79f9', '0xffd9', '0xffff', '0x0001', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}, {'size': 24, 'raw': ['0x100b', '0x79f9', '0xffd9', '0xffff', '0x0001', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}], '32047': [{'size': 8, 'raw': ['0x1003', '0x7d2f', '0x02ee', '0x0000'], 'type': 'ODBC'}]}",,
ULink,"{'0': [{'size': 8, 'raw': ['0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}], '31225': [{'size': 24, 'raw': ['0x100b', '0x79f9', '0xffd9', '0xffff', '0x0001', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}, {'size': 24, 'raw': ['0x100b', '0x79f9', '0xffd9', '0xffff', '0x0001', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}], '32047': [{'size': 8, 'raw': ['0x1003', '0x7d2f', '0x02f4', '0x0000'], 'type': 'ODBC'}]}",,
ULink,"{'31225': [{'size': 32, 'raw': ['0x100f', '0x79f9', '0xffd7', '0xffff', '0x0021', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x4166', '0xdd3a', '0x6bf2', '0xe880', '0x0000', '0x0000'], 'type': 'unknown'}]}",,
ULink,"{'0': [{'size': 8, 'raw': ['0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}], '31225': [{'size': 32, 'raw': ['0x100f', '0x79f9', '0xffd7', '0xffff', '0x0021', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x4166', '0xdd3a', '0x6bf2', '0xe880', '0x0000', '0x0000'], 'type': 'unknown'}]}",,
ULink,"{'0': [{'size': 8, 'raw': ['0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}], '31225': [{'size': 24, 'raw': ['0x100b', '0x79f9', '0xffd7', '0xffff', '0x0001', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}, {'size': 32, 'raw': ['0x100f', '0x79f9', '0xffd7', '0xffff', '0x0021', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x4166', '0xdd3a', '0x6bf2', '0xe880', '0x0000', '0x0000'], 'type': 'unknown'}]}",,
ULink,"{'0': [{'size': 8, 'raw': ['0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}, {'size': 8, 'raw': ['0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}], '31225': [{'size': 32, 'raw': ['0x100f', '0x79f9', '0xffd9', '0xffff', '0x0021', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x4166', '0xdd3a', '0x6bf2', '0xe880', '0x0000', '0x0000'], 'type': 'unknown'}, {'size': 32, 'raw': ['0x100f', '0x79f9', '0xffd9', '0xffff', '0x0021', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x4166', '0xdd3a', '0x6bf2', '0xe880', '0x0000', '0x0000'], 'type': 'unknown'}, {'size': 32, 'raw': ['0x100f', '0x79f9', '0xffd9', '0xffff', '0x0021', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x4166', '0xdd3a', '0x6bf2', '0xe880', '0x0000', '0x0000'], 'type': 'unknown'}]}",,
ULink,"{'32047': [{'size': 8, 'raw': ['0x1003', '0x7d2f', '0x0a71', '0x0000'], 'type': 'ODBC'}], '31225': [{'size': 24, 'raw': ['0x100b', '0x79f9', '0xffd7', '0xffff', '0x0001', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}]}",,
ULink,"{'32047': [{'size': 8, 'raw': ['0x1003', '0x7d2f', '0x0a83', '0x0000'], 'type': 'ODBC'}], '31225': [{'size': 24, 'raw': ['0x100b', '0x79f9', '0xffd7', '0xffff', '0x0001', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}]}",,
ULink,"{'32047': [{'size': 8, 'raw': ['0x1003', '0x7d2f', '0x0aa1', '0x0000'], 'type': 'ODBC'}], '31225': [{'size': 24, 'raw': ['0x100b', '0x79f9', '0xffd7', '0xffff', '0x0001', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}]}",,
ULink,"{'32047': [{'size': 8, 'raw': ['0x1003', '0x7d2f', '0x0af5', '0x0000'], 'type': 'ODBC'}], '31225': [{'size': 24, 'raw': ['0x100b', '0x79f9', '0xffd7', '0xffff', '0x0001', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}]}",,
ULink,"{'32047': [{'size': 8, 'raw': ['0x1003', '0x7d2f', '0x0b73', '0x0000'], 'type': 'ODBC'}], '31225': [{'size': 24, 'raw': ['0x100b', '0x79f9', '0xffd7', '0xffff', '0x0001', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}]}",,
ULink,"{'32047': [{'size': 8, 'raw': ['0x1003', '0x7d2f', '0x0b79', '0x0000'], 'type': 'ODBC'}], '31225': [{'size': 24, 'raw': ['0x100b', '0x79f9', '0xffd7', '0xffff', '0x0001', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}]}",,
ULink,"{'0': [{'size': 8, 'raw': ['0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}], '32047': [{'size': 8, 'raw': ['0x1003', '0x7d2f', '0x0c15', '0x0000'], 'type': 'ODBC'}], '31225': [{'size': 24, 'raw': ['0x100b', '0x79f9', '0xffd7', '0xffff', '0x0001', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}]}",,
ULink,"{'32047': [{'size': 8, 'raw': ['0x1003', '0x7d2f', '0x0a6b', '0x0000'], 'type': 'ODBC'}], '31225': [{'size': 24, 'raw': ['0x100b', '0x79f9', '0xffd7', '0xffff', '0x0001', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}]}",,
ULink,"{'32047': [{'size': 8, 'raw': ['0x1003', '0x7d2f', '0x0aad', '0x0000'], 'type': 'ODBC'}], '31225': [{'size': 24, 'raw': ['0x100b', '0x79f9', '0xffd7', '0xffff', '0x0001', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}]}",,
ULink,"{'32047': [{'size': 8, 'raw': ['0x1003', '0x7d2f', '0x0aef', '0x0000'], 'type': 'ODBC'}], '31225': [{'size': 24, 'raw': ['0x100b', '0x79f9', '0xffd7', '0xffff', '0x0001', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}]}",,
ULink,"{'32047': [{'size': 8, 'raw': ['0x1003', '0x7d2f', '0x0ba9', '0x0000'], 'type': 'ODBC'}], '31225': [{'size': 24, 'raw': ['0x100b', '0x79f9', '0xffd7', '0xffff', '0x0001', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}]}",,
ULink,"{'32047': [{'size': 8, 'raw': ['0x1003', '0x7d2f', '0x0a77', '0x0000'], 'type': 'ODBC'}], '31225': [{'size': 32, 'raw': ['0x100f', '0x79f9', '0xffd7', '0xffff', '0x0021', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x419e', '0x7641', '0x4136', '0x7798', '0x0000', '0x0000'], 'type': 'unknown'}]}",,
ULink,"{'31225': [{'size': 24, 'raw': ['0x100b', '0x79f9', '0xffd9', '0xffff', '0x0001', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}], '32047': [{'size': 8, 'raw': ['0x1003', '0x7d2f', '0x02dc', '0x0000'], 'type': 'ODBC'}]}",,
ULink,"{'0': [{'size': 8, 'raw': ['0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}], '31225': [{'size': 32, 'raw': ['0x100f', '0x79f9', '0xffd9', '0xffff', '0x0021', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x4166', '0xdd3a', '0x6bf2', '0xe880', '0x0000', '0x0000'], 'type': 'unknown'}, {'size': 24, 'raw': ['0x100b', '0x79f9', '0xffd9', '0xffff', '0x0001', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}], '32047': [{'size': 8, 'raw': ['0x1003', '0x7d2f', '0x02fa', '0x0000'], 'type': 'ODBC'}]}",,
ULink,"{'32047': [{'size': 8, 'raw': ['0x1003', '0x7d2f', '0x0091', '0x0000'], 'type': 'ODBC'}], '31225': [{'size': 24, 'raw': ['0x100b', '0x79f9', '0xffd9', '0xffff', '0x0001', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}]}",,
ULink,"{'32047': [{'size': 8, 'raw': ['0x1003', '0x7d2f', '0x00af', '0x0000'], 'type': 'ODBC'}], '31225': [{'size': 24, 'raw': ['0x100b', '0x79f9', '0xffd9', '0xffff', '0x0001', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}]}",,
ULink,"{'0': [{'size': 8, 'raw': ['0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}], '32047': [{'size': 8, 'raw': ['0x1003', '0x7d2f', '0x00df', '0x0000'], 'type': 'ODBC'}], '31225': [{'size': 24, 'raw': ['0x100b', '0x79f9', '0xffd9', '0xffff', '0x0001', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x0000', '0x0000'], 'type': 'unknown'}]}",,
ULink,"{'31225': [{'size': 32, 'raw': ['0x100f', '0x79f9', '0xffd7', '0xffff', '0x0021', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x411d', '0x2bec', '0x0f6c', '0xd9a0', '0x0000', '0x0000'], 'type': 'unknown'}]}",,
ULink,"{'32047': [{'size': 8, 'raw': ['0x1003', '0x7d2f', '0x039a', '0x0000'], 'type': 'ODBC'}], '31225': [{'size': 32, 'raw': ['0x100f', '0x79f9', '0xffd7', '0xffff', '0x0021', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x411d', '0x2bec', '0x0f6c', '0xd9a0', '0x0000', '0x0000'], 'type': 'unknown'}]}",,
ULink,"{'32047': [{'size': 8, 'raw': ['0x1003', '0x7d2f', '0x03a6', '0x0000'], 'type': 'ODBC'}], '31225': [{'size': 32, 'raw': ['0x100f', '0x79f9', '0xffd7', '0xffff', '0x0021', '0x0000', '0x4100', '0x0000', '0x0000', '0x0000', '0x411d', '0x2bec', '0x0f6c', '0xd9a0', '0x0000', '0x0000'], 'type': 'unknown'}]}",,
