id,x,y,elevation
7724,585470.084,2332275.117,12.45
7725,585437.58,2332282.5130000003,11.73
7726,585481.574,2332258.8389999997,12.72
7727,585438.909,2332234.435,12.02
7728,585459.003,2332206.8310000002,11.94
7729,585481.065,2332237.278,12.39
7730,585446.446,2332085.7920000004,12.16
7731,585486.091,2332129.6720000003,12.03
7732,585408.687,2332115.867,12.32
7733,585430.127,2332148.2120000003,12.03
7734,585418.375,2332179.963,12.04
7735,585472.056,2332177.991,12.08
7736,585487.6,2332155.3619999997,12.32
7737,585417.973,2332015.4960000003,11.56
7738,585360.826,2332056.42,11.73
7739,585421.084,2332060.403,11.97
7740,585458.02,2332021.946,12.02
7741,585488.223,2332015.341,11.8
7742,585492.247,2332071.99,11.99
7743,585478.643,2332100.77,11.82
7744,585346.042,2332099.662,11.67
7745,585249.842,2332185.549,11.64
7746,585363.041,2332167.932,12.47
7747,585321.049,2332181.135,12.29
7748,585226.247,2332171.768,12.88
7749,585253.825,2332141.446,12.56
7750,585344.735,2332131.866,12.08
7751,585374.194,2332183.027,12.3
7752,585259.243,2332115.653,13.06
7753,585281.363,2332085.825,12.21
7754,585235.357,2332066.257,12.93
7755,585275.741,2332044.317,12.22
7756,585353.799,2332035.69,12.33
7757,585226.7930000001,2332003.476,12.71
7758,585306.028,2332024.1040000003,11.98
7759,585380.454,2332092.6969999997,12.08
7760,585281.096,2332062.006,12.84
7761,585215.35,2332043.722,12.76
7762,585045.526,2332183.414,13.12
7763,585130.88,2332177.715,12.91
7764,585179.399,2332152.725,12.58
7765,585107.743,2332177.13,13.62
7766,585150.62,2332149.084,13.12
7767,585111.607,2332119.9170000004,12.78
7768,585186.294,2332072.8540000003,12.75
7769,585174.624,2332111.173,13.63
7770,585123.505,2332061.7630000003,11.06
7771,585155.533,2332017.0779999997,11.06
7772,585187.035,2332010.733,12.29
7773,585020.578,2332109.514,12.6
7774,585039.586,2332124.5700000003,12.24
7775,585102.558,2332083.032,11.14
7776,585133.423,2332048.204,11.03
7777,585080.99,2332052.7879999997,11.69
7778,585020.023,2332026.1100000003,12.76
7779,584918.2220000001,2332190.0719999997,12.47
7780,584972.658,2332180.503,12.73
7781,584858.363,2332122.761,12.72
7782,584778.9,2332118.401,10.79
7783,584895.246,2332015.895,13.56
7784,584942.4569999999,2332051.73,12.48
7785,584912.649,2332086.5209999997,12.65
7786,584873.746,2332200.827,12.16
7787,584841.126,2332182.9189999998,12.06
7788,584828.833,2332123.647,13.34
7789,584970.429,2332138.749,12.2
7790,584943.7,2332085.891,13.32
7791,584811.988,2332069.823,10.87
7792,584761.562,2332185.459,9.9
7793,584663.216,2332153.7060000002,8.47
7794,584639.01,2332204.221,9.97
7795,584723.733,2332243.573,10.35
7796,584594.538,2332172.698,9.29
7797,584634.241,2332139.367,8.42
7798,584669.643,2332125.498,9.45
7799,584635.565,2332082.8540000003,8.93
7800,584616.329,2332073.467,9.04
7801,584625.084,2332031.9299999997,8.98
7802,584650.4180000001,2332049.09,8.98
7803,584679.944,2332052.026,9.09
7804,584591.373,2332061.592,9.1
7805,584753.295,2332009.6,9.22
7806,584706.45,2332025.73,9.18
7807,584728.388,2332076.876,9.37
7808,584682.5109999999,2332145.015,9.5
7809,584700.31,2332107.8619999997,9.37
7810,584651.729,2332178.6459999997,8.36
7811,584696.553,2332170.3030000003,8.59
7812,584565.148,2332171.7120000003,9.3
7813,584574.521,2332150.676,9.32
7814,584561.635,2332142.645,9.32
7815,584511.403,2332184.74,9.38
7816,584593.983,2332110.0039999997,8.96
7817,584487.059,2332042.7,8.16
7818,584474.574,2332002.857,8.21
7819,584532.613,2332037.278,8.1
7820,584545.399,2332009.758,8.64
7821,584452.831,2332035.799,7.77
7822,584511.089,2332077.222,7.99
7823,584541.534,2332163.753,9.32
7824,584451.017,2332106.659,8.36
7825,584469.963,2331879.619,8.47
7826,584493.711,2331953.96,7.97
7827,584534.19,2331998.736,7.99
7828,584452.291,2331983.123,8.23
7829,584428.762,2331977.715,8.03
7830,584577.308,2331970.1890000002,8.29
7831,584562.907,2331938.675,9.11
7832,584567.001,2331888.378,8.88
7833,584538.69,2331838.549,8.5
7834,584485.929,2331831.4110000003,7.99
7835,584490.841,2331909.966,8.59
7836,584720.844,2331970.1859999998,9.66
7837,584792.437,2331868.498,8.12
7838,584628.2609999999,2331825.351,8.08
7839,584615.122,2331885.365,9.04
7840,584681.735,2331908.185,9.08
7841,584773.3589999999,2331865.49,8.24
7842,584960.299,2331906.272,13.16
7843,584973.785,2331986.817,12.92
7844,584998.231,2331962.165,13.0
7845,584967.4569999999,2331998.3219999997,12.66
7846,584842.998,2331990.611,9.3
7847,584898.092,2331861.63,7.42
7848,584847.644,2331841.779,6.96
7849,584817.217,2331824.2309999997,7.08
7850,584888.063,2331804.529,6.77
7851,584901.843,2331815.7920000004,7.5
7852,584897.765,2331828.596,7.32
7853,584839.997,2331929.552,9.38
7854,584986.949,2331871.761,13.22
7855,584911.917,2331894.563,7.59
7856,584821.343,2331903.194,8.43
7857,585005.613,2331806.9450000003,10.89
7858,585021.004,2331813.89,13.51
7859,585051.173,2331812.823,12.47
7860,585039.869,2331835.133,12.38
7861,584997.681,2331846.8619999997,13.51
7862,585026.814,2331899.12,11.38
7863,585045.517,2331923.334,11.72
7864,585056.269,2331980.853,12.15
7865,585078.112,2331960.338,11.69
7866,585174.454,2331995.086,11.15
7867,585187.368,2331974.378,10.9
7868,585200.611,2331949.835,11.07
7869,585164.252,2331865.1040000003,11.79
7870,585091.676,2331816.601,11.71
7871,585267.151,2331973.476,12.83
7872,585291.21,2331939.357,12.73
7873,585303.791,2331898.4450000003,12.62
7874,585379.327,2331971.94,12.33
7875,585301.485,2331978.6459999997,12.25
7876,585238.718,2331974.898,13.15
7877,585214.198,2331949.8619999997,12.53
7878,585232.562,2331880.726,11.29
7879,585300.868,2331842.833,10.96
7880,585366.208,2331877.933,12.61
7881,585384.252,2331842.022,12.91
7882,585346.576,2331817.37,10.78
7883,585301.099,2331812.182,11.14
7884,585255.595,2331868.8279999997,10.76
7885,585337.799,2331927.123,12.53
7886,585325.11,2331952.63,12.63
7887,585233.184,2331923.6550000003,11.72
7888,585272.962,2331908.691,11.15
7889,585313.6410000001,2331928.256,12.43
7890,585435.652,2331995.1040000003,11.54
7891,585494.842,2331927.507,11.27
7892,585489.433,2331993.232,11.52
7893,585449.294,2331938.257,11.86
7894,585430.47,2331938.531,12.04
7895,585427.365,2331959.3619999997,11.87
7896,585453.006,2331906.64,11.77
7897,585470.705,2331993.628,11.93
7898,585450.453,2331805.3600000003,12.12
7899,585490.642,2331826.9129999997,11.69
7900,585457.63,2331854.016,12.05
7901,585433.275,2331821.063,12.64
7902,585393.471,2331863.6380000003,12.64
7903,585422.703,2331908.5549999997,12.08
7904,585494.181,2331960.79,11.39
7905,585494.452,2331878.074,11.94
7906,585463.089,2331752.989,12.7
7907,585490.389,2331786.75,12.64
7908,585492.549,2331775.474,12.32
7909,585461.865,2331720.1380000003,12.72
7910,585487.431,2331682.9869999997,12.62
7911,585490.808,2331710.1289999997,12.29
7912,585362.393,2331738.806,11.33
7913,585291.532,2331772.571,10.61
7914,585298.795,2331795.026,10.99
7915,585306.441,2331782.491,10.77
7916,585297.107,2331647.079,11.37
7917,585260.403,2331607.9170000004,11.66
7918,585307.414,2331693.5439999998,11.53
7919,585394.176,2331662.633,11.04
7920,585361.982,2331621.486,10.5
7921,585238.345,2331670.566,11.44
7922,585282.421,2331694.301,11.36
7923,585242.635,2331745.2180000003,11.47
7924,585247.521,2331787.625,10.86
7925,585213.348,2331773.4510000004,11.89
7926,585340.052,2331782.446,10.75
7927,585029.072,2331612.17,7.09
7928,585107.964,2331601.9000000004,7.7
7929,585035.8640000001,2331661.721,7.04
7930,585157.322,2331633.228,13.24
7931,585089.201,2331681.125,10.88
7932,585026.111,2331720.2029999997,9.09
7933,585043.56,2331785.847,13.1
7934,585074.201,2331784.6550000003,12.47
7935,585117.55,2331790.702,11.37
7936,585076.666,2331771.114,13.0
7937,585146.558,2331761.923,11.8
7938,585170.26,2331789.455,11.35
7939,585238.721,2331817.41,10.71
7940,585155.943,2331804.117,11.33
7941,585108.461,2331700.855,13.2
7942,585181.0430000001,2331652.205,13.02
7943,585198.934,2331676.6799999997,11.47
7944,585112.388,2331656.7350000003,10.98
7945,584949.507,2331727.4050000003,6.98
7946,584882.1410000001,2331790.208,6.88
7947,584921.825,2331661.925,7.57
7948,584934.113,2331688.333,7.6
7949,584958.663,2331643.395,7.34
7950,584853.087,2331608.3770000003,7.59
7951,584883.596,2331579.866,7.27
7952,584797.06,2331765.6610000003,7.0
7953,584920.361,2331761.154,6.79
7954,584890.571,2331725.401,6.28
7955,584933.645,2331622.539,7.23
7956,584889.783,2331636.99,7.64
7957,584768.045,2331609.767,6.98
7958,584667.812,2331628.262,6.79
7959,584702.029,2331666.891,6.84
7960,584691.488,2331641.432,6.85
7961,584682.826,2331659.4110000003,7.02
7962,584675.105,2331617.8200000003,6.75
7963,584621.869,2331628.929,7.64
7964,584638.61,2331644.079,7.77
7965,584767.648,2331767.766,6.96
7966,584720.686,2331722.713,6.99
7967,584677.671,2331704.98,7.81
7968,584675.151,2331796.539,9.3
7969,584618.464,2331775.99,9.17
7970,584522.792,2331624.135,7.12
7971,584514.0970000001,2331738.722,8.81
7972,584525.179,2331782.948,8.57
7973,584463.756,2331750.0930000003,8.39
7974,584437.441,2331734.375,7.48
7975,584454.339,2331724.66,8.86
7976,584430.198,2331633.278,7.89
7977,584439.4,2331614.406,8.45
7978,584500.737,2331647.389,7.27
7979,584472.147,2331614.613,7.54
7980,584543.162,2331709.403,7.81
7981,584573.663,2331786.999,7.7
7982,584528.426,2331761.213,8.88
7983,584435.02,2331530.5130000003,7.92
7984,584452.566,2331500.732,7.92
7985,584441.205,2331461.216,7.88
7986,584506.173,2331467.424,7.84
7987,584429.78,2331429.601,8.64
7988,584449.936,2331399.998,8.51
7989,584479.124,2331435.687,7.62
7990,584520.861,2331415.088,7.73
7991,584582.389,2331405.7800000003,7.18
7992,584592.652,2331461.499,7.18
7993,584565.848,2331459.565,7.15
7994,584579.728,2331434.182,7.14
7995,584594.103,2331517.584,7.0
7996,584589.998,2331564.482,7.16
7997,584493.175,2331539.779,7.93
7998,584505.198,2331579.2800000003,7.83
7999,584467.849,2331551.279,7.98
8000,584492.997,2331517.423,8.03
8001,584610.704,2331414.274,7.39
8002,584643.034,2331449.899,7.46
8003,584618.414,2331482.249,7.33
8004,584612.834,2331584.1610000003,6.7
8005,584660.58,2331595.108,6.62
8006,584680.98,2331601.599,6.78
8007,584753.469,2331523.875,5.76
8008,584701.131,2331525.281,7.17
8009,584692.388,2331559.9869999997,7.12
8010,584715.312,2331465.373,7.05
8011,584745.853,2331404.5439999998,6.52
8012,584705.65,2331413.241,6.8
8013,584656.066,2331422.0209999997,7.52
8014,584675.062,2331446.84,7.34
8015,584650.514,2331481.5530000003,6.75
8016,584648.014,2331548.859,7.2
8017,584657.848,2331579.359,6.76
8018,584737.648,2331593.7630000003,6.42
8019,584781.553,2331546.159,6.15
8020,584798.046,2331563.438,6.91
8021,584757.933,2331514.674,6.27
8022,584778.657,2331531.757,6.4
8023,584924.179,2331435.198,6.62
8024,584953.946,2331399.915,6.55
8025,584977.743,2331550.829,7.11
8026,584960.243,2331579.359,7.18
8027,584925.563,2331542.707,7.14
8028,584887.745,2331547.317,7.07
8029,584928.92,2331585.768,7.98
8030,584906.001,2331599.7860000003,7.28
8031,584931.119,2331494.321,6.9
8032,584941.541,2331460.943,6.93
8033,584978.974,2331470.465,6.99
8034,584891.175,2331492.829,6.9
8035,584843.1950000001,2331524.267,6.71
8036,584934.233,2331426.699,6.68
8037,585201.204,2331515.6100000003,11.21
8038,585171.851,2331568.035,9.62
8039,585024.336,2331568.924,6.35
8040,585047.9720000001,2331548.3389999997,6.38
8041,585082.8910000001,2331495.372,5.32
8042,585065.249,2331480.4510000004,5.46
8043,585070.589,2331466.018,5.2
8044,585042.202,2331460.056,5.72
8045,585025.888,2331437.17,5.85
8046,585064.955,2331449.204,4.89
8047,585172.442,2331458.094,11.65
8048,585154.907,2331421.52,7.37
8049,585118.04,2331418.458,4.34
8050,585172.465,2331483.491,11.42
8051,585137.665,2331483.208,5.52
8052,585226.349,2331574.029,13.16
8053,585238.26,2331590.223,12.87
8054,585288.171,2331514.719,13.18
8055,585334.788,2331470.8940000003,13.51
8056,585379.937,2331438.8090000004,13.29
8057,585323.218,2331451.1610000003,11.35
8058,585374.66,2331416.6,11.18
8059,585357.834,2331421.653,9.77
8060,585304.961,2331447.696,9.07
8061,585253.4,2331417.2120000003,8.63
8062,585201.685,2331410.287,9.03
8063,585365.184,2331601.238,10.2
8064,585383.376,2331582.876,10.2
8065,585332.642,2331591.545,10.79
8066,585297.343,2331559.73,10.63
8067,585388.1359999999,2331551.341,10.13
8068,585389.606,2331457.4639999997,12.78
8069,585354.848,2331485.778,12.73
8070,585315.335,2331519.569,12.87
8071,585285.449,2331545.5760000004,12.88
8072,585280.89,2331487.2750000004,11.33
8073,585314.94,2331429.3200000003,9.62
8074,585266.16,2331405.1610000003,8.78
8075,585278.275,2331439.785,8.78
8076,585279.8589999999,2331579.747,11.95
8077,585417.62,2331580.467,10.51
8078,585409.414,2331570.6210000003,10.72
8079,585457.885,2331560.472,10.35
8080,585430.983,2331535.5779999997,10.49
8081,585452.556,2331523.974,10.81
8082,585447.166,2331507.006,11.51
8083,585451.751,2331487.065,12.08
8084,585481.696,2331472.5590000004,11.66
8085,585485.342,2331462.154,11.36
8086,585497.836,2331446.7350000003,11.45
8087,585440.642,2331416.063,12.76
8088,585406.055,2331414.126,13.39
8089,585480.73,2331440.647,11.77
8090,585492.323,2331412.191,12.23
8091,585487.828,2331499.9809999997,10.45
8092,585486.515,2331538.101,10.94
8093,585496.628,2331599.44,10.77
8094,585444.546,2331591.349,9.97
8095,585421.901,2331554.392,10.09
8096,585435.654,2331497.058,10.77
8097,585415.53,2331483.358,10.38
8098,585496.177,2331340.488,13.35
8099,585497.393,2331364.768,12.79
8100,585481.525,2331382.8789999997,12.73
8101,585442.485,2331384.355,13.22
8102,585457.737,2331370.367,13.48
8103,585486.836,2331319.1799999997,11.1
8104,585447.272,2331334.207,8.52
8105,585489.013,2331248.6689999998,6.96
8106,585439.349,2331257.4050000003,6.91
8107,585400.194,2331241.8219999997,6.96
8108,585404.571,2331369.174,9.01
8109,585192.471,2331336.767,5.99
8110,585213.709,2331352.401,9.48
8111,585198.546,2331298.135,3.66
8112,585225.14,2331250.334,3.64
8113,585286.477,2331200.312,6.73
8114,585215.273,2331235.654,3.22
8115,585267.008,2331232.236,4.89
8116,585221.096,2331213.579,3.09
8117,585335.342,2331249.433,9.66
8118,585293.531,2331280.3,9.96
8119,585317.713,2331302.9960000003,9.57
8120,585259.292,2331252.245,8.2
8121,585337.899,2331357.29,8.6
8122,585381.018,2331367.506,8.89
8123,585291.757,2331356.364,8.88
8124,585218.358,2331321.901,7.04
8125,585135.188,2331327.76,10.5
8126,585073.819,2331241.5470000003,8.75
8127,585114.768,2331360.532,4.44
8128,585096.872,2331393.569,4.28
8129,585035.382,2331360.19,4.37
8130,585027.831,2331395.3449999997,4.77
8131,585059.225,2331319.191,4.37
8132,585082.408,2331362.708,4.33
8133,585161.774,2331335.9299999997,6.53
8134,585175.413,2331306.891,3.39
8135,585187.488,2331268.693,2.99
8136,585081.26,2331299.306,4.44
8137,585019.318,2331318.119,7.99
8138,585196.151,2331163.338,10.06
8139,585181.329,2331144.397,7.23
8140,585156.2,2331210.2920000004,9.7
8141,585212.28,2331167.7290000003,3.44
8142,585140.35,2331282.452,10.49
8143,584932.776,2331331.683,6.95
8144,584869.514,2331279.168,7.29
8145,584810.055,2331230.6380000003,7.13
8146,584772.696,2331200.2800000003,7.47
8147,584653.428,2331350.777,7.15
8148,584709.33,2331337.648,6.96
8149,584687.074,2331376.0930000003,7.38
8150,584728.884,2331384.938,6.72
8151,584629.306,2331389.622,7.28
8152,584688.041,2331289.062,7.11
8153,584686.388,2331268.748,7.04
8154,584720.248,2331239.173,7.03
8155,584664.29,2331232.016,7.09
8156,584614.312,2331248.403,7.36
8157,584665.028,2331189.3370000003,7.38
8158,584708.287,2331140.441,7.2
8159,584709.264,2331190.998,8.43
8160,584474.738,2331244.389,7.29
8161,584456.844,2331332.653,7.92
8162,584431.848,2331390.494,8.97
8163,584442.317,2332249.696,16.85
8164,584435.804,2332277.694,14.91
8165,584527.363,2332247.812,16.4
8166,584499.8200000001,2332212.063,14.22
8167,584782.837,2332254.141,13.24
8168,584850.45,2332217.7010000004,12.06
8169,584894.916,2332234.575,12.14
8170,584865.612,2332274.3880000003,11.9
8171,585017.46,2332259.5039999997,12.1
8172,585089.682,2332266.717,13.22
8173,585081.537,2332224.3370000003,12.97
8174,585144.77,2332222.107,13.29
8175,585184.393,2332260.181,12.96
8176,584975.205,2332123.332,12.31
8177,584998.264,2332099.569,12.33
8178,584977.836,2332062.211,11.8
8179,584978.532,2332041.137,11.98
8180,585016.877,2332078.8219999997,11.96
8181,585034.826,2332061.145,11.97
8182,585029.496,2332089.1780000003,12.14
8183,584985.827,2332111.847,12.3
8184,584871.728,2332135.0300000003,12.51
8185,585112.62,2332020.662,11.9
8186,585156.301,2332044.05,11.39
8187,585130.884,2331946.59,12.04
8188,585092.173,2331943.613,11.61
8189,585096.5,2331865.8430000003,11.4
8190,585081.937,2331832.0719999997,11.34
8191,585031.118,2331842.833,13.27
8192,585209.51,2331925.562,11.12
8193,585264.801,2331819.5190000003,10.49
8194,585170.74,2331834.412,12.34
8195,585194.5430000001,2331724.29,11.24
8196,585151.559,2331719.1119999997,11.42
8197,585106.389,2331785.748,11.36
8198,585084.9839999999,2331799.202,11.61
8199,585334.084,2331740.0930000003,11.29
8200,585414.746,2331770.683,11.76
8201,585068.448,2331793.827,11.63
8202,585046.817,2331824.942,12.36
8203,585490.251,2331566.816,10.5
8204,585482.306,2331507.976,10.8
8205,585331.193,2331506.403,12.8
8206,585363.639,2331514.878,10.68
8207,585369.706,2331468.118,12.83
8208,585400.527,2331394.4560000002,11.09
8209,585342.801,2331316.7879999997,8.34
8210,585387.786,2331296.9469999997,7.81
8211,585404.8,2331309.321,8.02
8212,585310.916,2331273.7290000003,9.97
8213,585432.644,2331303.6059999997,7.85
8214,585492.224,2331284.949,9.32
8215,585328.517,2331257.717,9.81
8216,585287.794,2331366.8559999997,8.85
8217,585317.643,2331392.6689999998,8.76
8218,585293.656,2331389.09,8.67
8219,585278.808,2331381.632,8.91
8220,585259.002,2331381.7180000003,8.88
8221,585033.623,2331498.31,6.99
8222,584689.676,2331846.921,8.81
8223,584790.451,2331801.316,7.18
8224,584717.0,2331868.449,8.78
8225,584750.432,2331955.285,9.34
8226,584846.467,2331910.969,8.04
8227,584875.401,2331883.325,7.26
8228,584879.2,2331923.4960000003,7.76
8229,584808.413,2332010.907,9.35
8230,584777.058,2332076.739,9.36
8231,584811.768,2332100.8710000003,11.35
8232,584702.144,2331979.238,9.12
8233,584649.541,2331805.353,8.96
8234,584698.259,2331758.5719999997,8.53
8235,584677.193,2331746.607,8.21
8236,584700.868,2331721.016,7.37
8237,584729.086,2331732.452,7.35
8238,584614.469,2331696.821,7.4
8239,584575.615,2331673.207,7.6
8240,584551.133,2331693.636,7.58
8241,584540.355,2331644.617,7.72
8242,584596.101,2331610.858,7.28
8243,584553.735,2331594.681,7.25
8244,585493.034,2331800.0020000003,11.55
8245,585062.561,2332051.205,11.69
8246,584435.799,2331221.96,7.36
8247,585415.985,2331786.743,12.47
8248,584743.041,2331657.49,6.91
8249,584636.692,2332274.0020000003,8.05
8250,584806.1410000001,2332202.092,12.51
8251,584981.268,2332257.976,13.01
8252,585191.7660000001,2332278.278,11.59
8253,585300.106,2332152.247,11.65
8254,585206.6359999999,2332105.389,12.88
8255,585075.482,2332170.7709999997,12.95
8256,584887.89,2332152.1210000003,12.45
8257,584834.754,2332113.137,13.33
8258,584805.7,2332158.733,13.02
8259,584754.056,2332087.639,9.63
8260,584534.828,2331800.6689999998,8.46
8261,584435.2930000001,2331862.739,7.68
8262,584629.836,2331942.04,8.91
8263,584676.922,2331983.0549999997,9.05
8264,584884.808,2331986.5870000003,11.03
8265,584896.816,2331903.652,7.35
8266,584923.594,2331925.1380000003,9.71
8267,585011.022,2331874.924,13.19
8268,585109.353,2331834.6890000002,11.42
8269,585325.091,2331876.636,12.59
8270,585453.421,2331948.704,11.31
8271,585314.666,2331727.239,11.23
8272,585158.424,2331675.841,12.69
8273,585074.192,2331629.073,6.87
8274,585061.3319999999,2331741.091,12.99
8275,584992.084,2331703.812,8.01
8276,584821.2660000001,2331741.139,6.7
8277,584779.325,2331781.941,7.21
8278,584731.336,2331646.477,6.81
8279,584574.061,2331579.9000000004,7.18
8280,584464.784,2331663.534,8.13
8281,584520.601,2331451.368,7.43
8282,584612.88,2331516.433,6.92
8283,584879.3319999999,2331470.608,6.72
8284,585178.531,2331420.2460000003,10.31
8285,585219.406,2331553.25,11.81
8286,585188.463,2331611.857,13.31
8287,585270.305,2331558.307,12.87
8288,585348.64,2331430.799,11.22
8289,585242.1680000001,2331362.471,9.4
8290,585154.802,2331225.1440000003,9.94
8291,584989.518,2331375.507,7.1
8292,585151.892,2331352.131,10.56
8293,584529.914,2331344.258,7.45
8294,584487.786,2331384.571,8.05
8295,584467.422,2332192.518,14.88
8296,584960.324,2332236.59,12.43
8297,584942.46,2332133.683,12.38
8298,585035.076,2332081.625,12.03
8299,584887.24,2332054.296,13.31
8300,585056.788,2332035.7180000003,11.96
8301,585003.298,2332152.653,13.03
8302,585153.521,2332103.0379999997,12.72
8303,585147.394,2332028.7309999997,11.06
8304,585073.404,2331931.6459999997,11.45
8305,585154.081,2331922.0930000003,11.59
8306,585225.1,2331801.06,10.91
8307,585207.776,2331689.8279999997,10.93
8308,585092.699,2331779.277,11.34
8309,585482.536,2331666.247,11.25
8310,585456.269,2331539.313,10.54
8311,585431.329,2331325.884,8.2
8312,585355.672,2331224.306,9.25
8313,585473.153,2331327.8540000003,10.96
8314,585285.106,2331287.906,9.81
8315,585241.772,2331337.1100000003,9.69
8316,585319.829,2331360.3140000002,8.66
8317,585219.244,2331407.011,8.78
8318,585157.692,2331379.29,10.81
8319,584986.034,2331589.8049999997,7.16
8320,584800.028,2331831.6119999997,7.15
8321,584755.449,2331899.518,8.99
8322,584758.069,2331961.89,9.15
8323,584789.873,2332064.679,9.28
8324,584651.827,2331659.798,7.17
8325,584592.032,2331745.849,7.36
8326,584536.742,2331615.062,7.17
8327,584489.823,2331697.58,8.59
8328,584592.297,2331858.158,8.08
8329,585017.46,2332259.5039999997,12.1
8330,585026.348,2332248.501,12.12
8331,585149.118,2331443.9639999997,6.27
8332,585528.678,2332213.7970000003,12.71
8333,585515.756,2332272.498,12.49
8334,585519.456,2332244.855,9.74
8335,585582.928,2332262.96,8.99
8336,585586.19,2332282.574,11.44
8337,585556.64,2332254.716,12.7
8338,585519.456,2332218.23,12.36
8339,585581.5109999999,2332202.699,10.61
8340,585583.238,2332237.001,8.86
8341,585784.6680000001,2332275.1780000003,5.73
8342,585790.315,2332250.425,8.27
8343,585731.478,2332222.175,6.62
8344,585764.768,2332210.6969999997,9.49
8345,585715.64,2332205.617,6.92
8346,585658.834,2332219.9560000002,5.92
8347,585609.421,2332274.373,8.42
8348,585636.34,2332284.577,6.72
8349,585622.583,2332247.7350000003,7.9
8350,585633.47,2332227.105,7.7
8351,585633.223,2332206.643,8.23
8352,585671.809,2332213.4620000003,6.46
8353,585764.229,2332250.772,6.25
8354,585890.206,2332284.961,8.82
8355,585829.887,2332278.352,8.6
8356,585820.599,2332235.175,9.1
8357,585856.8200000001,2332239.432,8.78
8358,585940.792,2332244.6100000003,9.06
8359,585903.608,2332252.745,9.53
8360,585900.4720000001,2332215.244,8.89
8361,585971.327,2332220.2029999997,8.43
8362,585819.026,2332214.187,8.26
8363,585921.584,2332274.6859999998,8.19
8364,585868.076,2332256.7539999997,8.77
8365,585973.202,2332250.5300000003,7.37
8366,586029.295,2332216.4869999997,4.19
8367,586031.801,2332201.563,7.53
8368,586015.093,2332203.295,7.58
8369,586136.215,2332289.0130000003,6.96
8370,586191.974,2332257.097,7.07
8371,586123.69,2332240.522,4.01
8372,586223.054,2332234.449,7.38
8373,586261.469,2332205.359,7.84
8374,586321.06,2332225.713,8.44
8375,586293.975,2332254.665,6.0
8376,586250.265,2332279.6270000003,5.6
8377,586458.443,2332126.756,8.04
8378,586496.183,2332103.74,8.07
8379,586549.588,2332070.6859999998,7.81
8380,586579.72,2332047.732,7.37
8381,586511.983,2332044.755,7.63
8382,586398.67,2332018.838,7.24
8383,586432.365,2332084.404,6.12
8384,586444.409,2332158.276,8.16
8385,586501.079,2332130.097,7.71
8386,586551.366,2332106.812,8.05
8387,586474.976,2332084.242,7.32
8388,586515.362,2332072.409,8.23
8389,586554.272,2332028.277,7.42
8390,586434.495,2332003.506,6.95
8391,586367.937,2332065.7750000004,6.36
8392,586391.254,2332030.741,7.24
8393,586277.49,2332042.488,7.4
8394,586264.232,2332005.965,8.96
8395,586379.68,2332006.334,7.22
8396,586250.15,2332093.359,7.05
8397,586302.045,2332056.84,4.07
8398,586343.746,2332133.0590000004,7.24
8399,586284.627,2332176.437,6.17
8400,586379.437,2332168.3030000003,8.61
8401,586209.491,2332009.1840000004,9.07
8402,586163.966,2332146.6040000003,5.42
8403,586119.394,2332114.308,8.18
8404,586049.955,2332175.804,7.56
8405,586001.874,2332182.988,7.98
8406,586022.124,2332137.975,8.88
8407,586136.846,2332069.524,8.45
8408,586056.3,2332058.597,8.65
8409,586023.637,2332062.225,9.33
8410,586030.008,2332018.931,9.37
8411,586098.729,2332011.648,8.72
8412,586046.995,2332120.532,9.09
8413,586007.842,2332087.4960000003,9.1
8414,586068.666,2332101.795,8.83
8415,586074.003,2332031.75,8.6
8416,585843.893,2332170.0,10.17
8417,585799.51,2332131.9960000003,10.54
8418,585880.281,2332128.329,9.84
8419,585938.838,2332122.875,9.4
8420,585855.902,2332098.992,10.39
8421,585830.046,2332187.989,10.08
8422,585932.7339999999,2332188.7290000003,8.87
8423,585970.657,2332172.458,9.07
8424,585888.654,2332162.8430000003,9.73
8425,585905.154,2332086.171,10.02
8426,585956.867,2332061.272,9.65
8427,585898.997,2332045.001,10.2
8428,585813.795,2332057.327,10.16
8429,585811.825,2332020.101,9.99
8430,585969.92,2332007.281,9.93
8431,585885.947,2332008.0209999997,10.27
8432,585863.819,2332048.483,10.38
8433,585975.584,2332102.194,9.39
8434,585881.27,2332188.4790000003,9.53
8435,585731.474,2332175.486,8.56
8436,585642.158,2332166.537,7.95
8437,585635.0160000001,2332110.0810000002,11.83
8438,585648.806,2332098.9869999997,11.79
8439,585692.8470000001,2332068.7539999997,11.84
8440,585773.028,2332070.781,10.35
8441,585726.299,2332044.802,11.7
8442,585690.632,2332009.631,10.89
8443,585618.764,2332027.74,10.79
8444,585659.396,2332059.789,11.06
8445,585626.036,2332069.619,11.49
8446,585599.708,2332108.676,12.46
8447,585718.991,2332123.887,10.55
8448,585676.218,2332158.068,8.54
8449,585772.305,2332127.031,10.85
8450,585759.393,2332074.283,9.79
8451,585780.801,2332029.035,10.39
8452,585600.807,2332134.416,11.88
8453,585689.563,2332033.471,10.99
8454,585520.139,2332191.0039999997,12.04
8455,585552.152,2332167.5700000003,12.12
8456,585592.292,2332165.365,12.37
8457,585562.697,2332187.5250000004,10.69
8458,585512.752,2332163.886,12.29
8459,585537.87,2332138.493,12.07
8460,585572.963,2332119.3389999997,12.15
8461,585527.034,2332088.694,12.02
8462,585548.704,2332062.562,12.11
